sch67	2026-09-18	16:00	17:00	Room B	talk44	Cybernetic Futures (workshop)	Krishan Mathis, Margeret Heath, Panos Panagiotis 
sch68	2026-09-18	16:00	17:00	Room C	talk63	Community Governance (workshop)	Robin Asby & Penny Marrington 
sch69	2026-09-18	16:00	17:00	Room D	talk37	A full software implementation of Stafford Beer's Viable System Model (VSM) as a complete enterprise management system (workshop)	Jonathan Huxley 
sch70	2026-09-18	16:30	17:00	Room A	talk53	Charting the Boundaries of Accountability for Enhanced Airport Operational Resilience	Maurizio Tomasella
sch71	2026-09-18	17:00	18:30	Room A	digitalscreening	Digital Museum/Video Documentaries Screening	A Espinosa, B Angelov, J Walker, V Beer, A Leonard, B Vaz, G Filewod
sch72	2026-09-18	20:00	23:00		galadinner	Gala Dinner	
sch73	2026-09-19	09:00	09:15		reception	Reception	
sch74	2026-09-19	09:15	10:00	Room A	talk55	Elevating Stafford Beer’s Legacy: A Critical Systems Thinking Perspective on the Viable System Model	Mike Jackson (keynote)
sch75	2026-09-19	09:15	10:00	Room B	talk31	The Art of Boundary-Making: Deepening the VSM through Cognitive-Developmental Science	Jan de Visch
sch76	2026-09-19	09:15	10:00	Room C	talk3	Ecosystemic Transdisciplinary Action Research: An AIESS-Based Methodology for  Regenerative Organisational Cybernetics	Amar KJR Nayak
sch77	2026-09-19	09:15	10:00	Room D	talk15	From viability to measurability – Designing governance structures in highly complex and regulated organisational contexts	Carola Ritzinger-Roll 
sch78	2026-09-19	10:00	10:45	Room A	talk27	Reclaiming Emancipation in Critical Systems Thinking: Using the Double Viable System Model to Identify the Central Game	Gary Evans, Petter Øgland & Jens Kaasbøll
sch79	2026-09-19	10:00	10:45	Room B	talk69	Languaging an Adaptive Organisation into Existence	Steve Brewis
sch80	2026-09-19	10:00	10:45	Room C	talk16	From Building a Regime to Running It: A Participatory Viable System Model Diagnostic of a Regulator Entering Dual-Mode Operation	Chris  Hamlin, Penny Hamlin & 
sch81	2026-09-19	10:00	10:45	Room D	talk10	Designing Heterarchy: An Extension of the Viable System Model for Complex Construction Projects.	Ben Wood
sch82	2026-09-19	10:45	11:15		coffee	Coffee 	
sch83	2026-09-19	11:15	12:00	Room A	talk64	Foundations in Dialogue: Comparing VSM and CSH through Checkland’s FMA Framework	Roelien Goede & Gary Smith
sch84	2026-09-19	11:15	12:00	Room B	talk30	Autonomy and cohesion	Ivo Velitchkov
sch85	2026-09-19	11:15	12:00	Room C	talk14	Exchange Ecologies and Existential Conductivity: A Cybernetic Framework for Hybrid Human Systems	Carlos Andrés Mejía Beltrán
sch86	2026-09-19	11:15	12:00	Room D	talk45	The Social Movement of Tomorrow: Sharing Practical VSM Application	Leon Bellin
sch87	2026-09-19	12:00	12:45	Room A	talk13	Temporal Freedom in Viable Systems: A Genealogical Analysis of Human and Machine Time in Organisational Cybernetics	Camilo Osejo  (workshop)
sch88	2026-09-19	12:00	12:45	Room B	talk48	Enactive Viable Agency: A Process-Relational Grammar for Operationalizing the Viable System Model	Marcus Barrick
sch89	2026-09-19	12:00	12:45	Room D	talk66	Gamifying the VSM	Sascha Kullak 
sch90	2026-09-19	12:45	13:45		lunch	Lunch	
sch91	2026-09-19	13:45	14:00	Room A	finalintro	Final session - Introduction	
sch92	2026-09-19	14:00	16:00	Room A	worldcafe	World Café: Pathways forward	
sch93	2026-09-19	15:45	16:15	Room A	closing	Closing Remarks & Farewell	
